0.045109, 0.005138, 0.005663, 0.005440, 0.005584
0.036562, 0.005371, 0.004235, 0.004181, 0.004193
0.031961, 0.003829, 0.003817, 0.003660, 0.003952
0.030410, 0.003711, 0.003643, 0.003569, 0.003227
0.023512, 0.003647, 0.003726, 0.003610, 0.003757
0.025816, 0.003439, 0.003263, 0.003202, 0.003053
0.018336, 0.003553, 0.016241, 0.003016, 0.003210
0.027223, 0.003280, 0.003495, 0.003551, 0.004008
0.024862, 0.003363, 0.003161, 0.003269, 0.003196
0.028602, 0.003419, 0.003519, 0.003383, 0.003268
0.022108, 0.003019, 0.002970, 0.003001, 0.002924
0.021753, 0.002785, 0.003213, 0.002962, 0.003196
0.019537, 0.003282, 0.002798, 0.003072, 0.003196
0.023401, 0.003306, 0.003119, 0.003182, 0.003476
0.018774, 0.002931, 0.003778, 0.003101, 0.003310
0.022569, 0.002839, 0.003232, 0.002867, 0.002743